FeEn,R-TfEn,R-TfaEn,REn,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,TfEn,TfaEn,area,cMHCIEn,exCxEn,imCxEn,membraneMarker,mvb,oMHCIEn,ovaEn,pH,pepEn,pepMHCIEn,protonEn,solubleMarker,tick,volume,
1.78883E-6,0.0662742,0.0763675,0.0248543,15708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75644E-10,8.56585E-6,15708.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.31836,0.0,0.0,5.03739,0.0,1.0,125664.0,
1.78883E-6,0.0662742,0.0763675,0.0248543,15708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75644E-10,8.56585E-6,15708.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.31836,0.0,0.0,5.03739,0.0,101.0,125664.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,201.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,301.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,401.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,501.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,601.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,701.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,801.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,901.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,1001.0,117810.0,
1.74704E-6,1.12242,1.29005,0.417696,7335.62,7508.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62417E-10,8.40529E-6,14844.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.3142,0.0,0.0,4.7145,0.0,1101.0,117810.0,
